0, 0
1, 0
2, 0
3, 3
4, 4
5, 5
6, 5
7, 5
8, 5
9, 5
10, 5
11, 5
12, 5
13, 5
14, 5
15, 5
16, 5
17, 5
18, 5
19, 5
20, 5
21, 5
22, 5
23, 5
24, 5
25, 5
26, 5
27, 5
28, 5
29, 5
30, 5
31, 5
32, 5
33, 5
34, 5
35, 5
36, 5
37, 5
38, 5
39, 5
40, 5
41, 5
42, 5
43, 5
44, 5
45, 5
46, 5
47, 5
48, 5
49, 5
50, 5
51, 5
52, 5
53, 5
54, 5
55, 5
56, 5
57, 5
58, 5
59, 5
60, 5
61, 5
62, 5
63, 5
64, 5
65, 5
66, 5
67, 5
68, 5
69, 5
70, 5
71, 5
72, 5
73, 5
74, 5
75, 5
76, 5
77, 5
78, 5
79, 5
80, 5
81, 5
82, 5
83, 5
84, 5
85, 5
86, 5
87, 5
88, 5
89, 5
90, 5
91, 5
92, 5
93, 5
94, 5
95, 5
96, 5
97, 5
98, 5
99, 5
100, 5
101, 5
102, 5
103, 5
104, 5
105, 5
106, 5
107, 5
108, 5
109, 5
110, 5
111, 5
112, 5
113, 5
114, 5
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 5
122, 5
123, 5
124, 5
125, 5
126, 5
127, 5
128, 5
129, 5
130, 5
131, 5
132, 5
133, 5
134, 5
135, 5
136, 5
137, 5
138, 5
139, 5
140, 5
141, 5
142, 5
143, 5
144, 5
145, 5
146, 5
147, 5
148, 5
149, 5
150, 5
151, 5
152, 5
153, 5
154, 5
155, 5
156, 5
157, 5
158, 5
159, 5
160, 5
161, 5
162, 5
163, 5
164, 5
165, 5
166, 5
167, 5
168, 5
169, 5
170, 5
171, 5
172, 5
173, 5
174, 5
175, 5
176, 5
177, 5
178, 5
179, 5
180, 5
181, 5
182, 5
183, 5
184, 5
185, 5
186, 5
187, 5
188, 5
189, 5
190, 5
191, 5
192, 5
193, 5
194, 5
195, 5
196, 5
197, 5
198, 5
199, 5
200, 4
201, 4
202, 4
203, 4
204, 4
205, 4
206, 4
207, 4
208, 4
209, 4
210, 4
211, 4
212, 4
213, 4
214, 4
215, 4
216, 4
217, 4
218, 4
219, 4
220, 4
221, 4
222, 4
223, 4
224, 4
225, 4
226, 4
227, 4
228, 4
229, 4
230, 4
231, 4
232, 4
233, 4
234, 4
235, 4
236, 4
237, 4
238, 4
239, 4
240, 4
241, 4
242, 4
243, 4
244, 4
245, 4
246, 4
247, 4
248, 4
249, 4
250, 4
251, 4
252, 4
253, 4
254, 4
255, 4
256, 4
257, 4
258, 4
259, 4
260, 4
261, 4
262, 4
263, 4
264, 4
265, 4
266, 4
267, 4
268, 4
269, 4
270, 4
271, 4
272, 4
273, 4
274, 4
275, 4
276, 4
277, 4
278, 4
279, 4
280, 4
281, 4
282, 4
283, 4
284, 4
285, 4
286, 4
287, 4
288, 4
289, 4
290, 4
291, 4
292, 4
293, 4
294, 4
295, 4
296, 4
297, 4
298, 4
299, 4
300, 5
301, 5
302, 5
303, 5
304, 5
305, 5
306, 5
307, 5
308, 5
309, 5
310, 5
311, 5
312, 5
313, 5
314, 5
315, 5
316, 5
317, 5
318, 5
319, 5
320, 5
321, 5
322, 5
323, 5
324, 5
325, 5
326, 5
327, 5
328, 5
329, 5
330, 5
331, 5
332, 5
333, 5
334, 5
335, 5
336, 5
337, 5
338, 5
339, 5
340, 5
341, 5
342, 5
343, 5
344, 5
345, 5
346, 5
347, 5
348, 5
349, 5
350, 5
351, 5
352, 5
353, 5
354, 5
355, 5
356, 5
357, 5
358, 5
359, 5
360, 5
361, 5
362, 5
363, 5
364, 5
365, 5
366, 5
367, 5
368, 5
369, 5
370, 5
371, 5
372, 5
373, 5
374, 5
375, 5
376, 5
377, 5
378, 5
379, 5
380, 5
381, 5
382, 5
383, 5
384, 5
385, 5
386, 5
387, 5
388, 5
389, 5
390, 5
391, 5
392, 5
393, 5
394, 5
395, 5
396, 5
397, 5
398, 5
399, 5
400, 4
401, 4
402, 4
403, 4
404, 4
405, 4
406, 4
407, 4
408, 4
409, 4
410, 4
411, 4
412, 4
413, 4
414, 4
415, 4
416, 4
417, 4
418, 4
419, 4
420, 4
421, 4
422, 4
423, 4
424, 4
425, 4
426, 4
